Variant	N
MTND4LP30 (downstream_gene_variant)	56
SPTAN1 (downstream_gene_variant)	56
AC008670.1 (upstream_gene_variant)	56
IRF1-AS1 (intron_variant)	56
FAAH2 (intron_variant)	56
LEF1 (intron_variant)	55
PPP1R16B (intron_variant)	55
LINC01122 (intron_variant)	55
HCG17 (intron_variant)	55
MAP3K5 (intron_variant)	55
LINC00513 (intron_variant)	55
LINC00426 (intron_variant)	55
ATP9B (intron_variant)	55
AC092279.2 (downstream_gene_variant)	55
RBL2 (intron_variant)	54
AC010636.2 (intron_variant)	54
PRKX (intron_variant)	54
RERE (intron_variant)	54
AC027644.4 (intron_variant)	54
LINC01138 (intron_variant)	54
CHURC1-FNTB (intron_variant)	54
MUC20-OT1 (non_coding_transcript_exon_variant)	54
AC092821.4 (downstream_gene_variant)	54
ARPC2 (downstream_gene_variant)	54
AC008878.3 (intron_variant)	54
PCM1 (intron_variant)	54
FTX (downstream_gene_variant)	54
ERAP1 (downstream_gene_variant)	54
CDC42SE2 (intron_variant)	54
DLEU1 (intron_variant)	54
GRAMD1B (intron_variant)	53
USP8P1 (upstream_gene_variant)	53
POC1B (intron_variant)	53
USP3 (intron_variant)	53
TSTD3 (intron_variant)	53
SUCLG2 (intron_variant)	53
AOAH (intron_variant)	53
LINC00426 (downstream_gene_variant)	53
SSR1 (intron_variant)	53
ERAP1 (intron_variant)	53
TGFBR2 (intron_variant)	53
ANTXR2 (intron_variant)	53
XRCC6P2 (non_coding_transcript_exon_variant)	53
CRBN (downstream_gene_variant)	52
ASIP (intron_variant)	52
USP15 (intron_variant)	52
ITGA4 (downstream_gene_variant)	52
OVOL2 (intron_variant)	52
PRKCH (downstream_gene_variant)	52
STAT4 (intron_variant)	52
ZNF83 (downstream_gene_variant)	52
AFF1 (intron_variant)	52
AL390957.1 (intron_variant)	52
WIPF1 (intron_variant)	52
ITSN2 (intron_variant)	52
AC244502.1 (intron_variant)	52
RSRP1 (intron_variant)	52
USP34 (intron_variant)	52
AC092279.2 (non_coding_transcript_exon_variant)	52
CMIP (intron_variant)	52
KLC1 (intron_variant)	52
ACTBP2 (non_coding_transcript_exon_variant)	52
STK17B (intron_variant)	51
SOD2 (intron_variant)	51
CARD8 (upstream_gene_variant)	51
HLA-J (intron_variant)	51
AP4S1 (intron_variant)	51
ARPC2 (upstream_gene_variant)	51
AC007238.1 (non_coding_transcript_exon_variant)	51
AL671883.2 (upstream_gene_variant)	51
SNHG14 (intron_variant)	51
SLC35E2A (3_prime_UTR_variant)	51
SUMF1 (intron_variant)	51
PPP3CC (intron_variant)	51
KANSL1 (downstream_gene_variant)	51
EPHA4 (intron_variant)	50
HLA-J (non_coding_transcript_exon_variant)	50
STAT1 (intron_variant)	50
MFSD4B (intron_variant)	50
HLA-C (intron_variant)	50
KMT2C (intron_variant)	50
ATF7IP (intron_variant)	50
AC079921.1 (intron_variant)	50
AC087854.1 (intron_variant)	50
ATP10A (intron_variant)	50
SEMA4D (intron_variant)	50
HAGH (intron_variant)	50
SDHAP1 (downstream_gene_variant)	50
IL7R (intron_variant)	50
PCMTD1 (intron_variant)	50
RBM39 (intron_variant)	50
MGST1 (intron_variant)	50
FDFT1 (intron_variant)	50
ZKSCAN7 (intron_variant)	49
TG (intron_variant)	49
ANKDD1A (downstream_gene_variant)	49
PTBP3 (intron_variant)	49
ARPC2 (intron_variant)	49
TSHZ2 (intron_variant)	49
CRBN (intron_variant)	49
TAOK3 (intron_variant)	49
MTCYBP18 (upstream_gene_variant)	49
IFI16 (intron_variant)	49
LINC00886 (intron_variant)	49
TC2N (intron_variant)	49
UXS1 (intron_variant)	49
EVA1C (intron_variant)	49
METTL22 (upstream_gene_variant)	48
GALK2 (intron_variant)	48
CGGBP1 (intron_variant)	48
TCF12 (intron_variant)	48
CR786580.1 (upstream_gene_variant)	48
FAM49B (intron_variant)	48
TMC6 (upstream_gene_variant)	48
RESF1 (downstream_gene_variant)	48
RESF1-AC016957.2 (intergenic_region)	48
ZNF573 (intron_variant)	48
HCG27 (upstream_gene_variant)	48
CDKAL1 (intron_variant)	48
AC008554.1 (intron_variant)	48
KLHL5 (intron_variant)	48
SPN (non_coding_transcript_exon_variant)	47
SMG6 (intron_variant)	47
SLCO3A1 (intron_variant)	47
PARP4 (intron_variant)	47
ZNF131 (intron_variant)	47
AC022137.4 (intron_variant)	47
MICU2 (intron_variant)	47
AC022137.3 (intron_variant)	47
MGAT4A (intron_variant)	47
UBE2F-SCLY (intron_variant)	47
MKLN1 (intron_variant)	47
SEPTIN9 (downstream_gene_variant)	47
AC092821.4 (intron_variant)	47
PTK2B (downstream_gene_variant)	47
AL596087.2 (intron_variant)	47
FAM107B (intron_variant)	47
CD96 (intron_variant)	47
MAP3K1 (intron_variant)	47
ANKRD12 (intron_variant)	47
CORO7 (downstream_gene_variant)	47
GGT1 (intron_variant)	47
SNX5 (upstream_gene_variant)	47
HCP5 (intron_variant)	47
TPT1-AS1 (intron_variant)	47
AC009126.1 (intron_variant)	47
SUPT16HP1 (non_coding_transcript_exon_variant)	47
OXR1 (intron_variant)	47
LINC00426 (upstream_gene_variant)	47
FTX (non_coding_transcript_exon_variant)	47
RXYLT1-AS1 (upstream_gene_variant)	47
PHACTR4 (intron_variant)	46
SDHA (downstream_gene_variant)	46
PTK2B (intron_variant)	46
ANKLE2 (downstream_gene_variant)	46
CARS2 (downstream_gene_variant)	46
PSMG4 (intron_variant)	46
DNAJB6 (intron_variant)	46
FOXP1 (downstream_gene_variant)	46
ST3GAL1 (intron_variant)	46
HSPA9P1 (non_coding_transcript_exon_variant)	46
PYHIN1 (intron_variant)	46
LINC01550 (intron_variant)	46
AC010186.2 (downstream_gene_variant)	46
CARD8 (downstream_gene_variant)	46
ZNF815P (intron_variant)	46
RAD51B (intron_variant)	46
TACC3 (upstream_gene_variant)	46
AC010186.4 (downstream_gene_variant)	46
ELF1 (intron_variant)	46
DIPK1A (intron_variant)	46
LMF1 (intron_variant)	46
ARL17B (downstream_gene_variant)	46
CYFIP2 (intron_variant)	46
CDC42EP3 (intron_variant)	46
GLG1 (intron_variant)	46
RBM6 (intron_variant)	45
STK10 (upstream_gene_variant)	45
AUTS2 (intron_variant)	45
FRYL (intron_variant)	45
FTO (intron_variant)	45
MARCHF7 (intron_variant)	45
AC011477.3 (intron_variant)	45
RESF1 (intron_variant)	45
ASB3 (intron_variant)	45
PIPSL (non_coding_transcript_exon_variant)	45
SYNRG (downstream_gene_variant)	45
GLCCI1 (intron_variant)	45
LINC02649-PRKCQ (intergenic_region)	45
ATF7IP2 (intron_variant)	45
GRAP2 (intron_variant)	45
PCNX2 (intron_variant)	45
PHF21A (intron_variant)	45
AC013394.1 (intron_variant)	45
MYO5A (intron_variant)	45
CDC14A (intron_variant)	45
AL671277.2 (upstream_gene_variant)	45
TMC8 (downstream_gene_variant)	45
TACC3 (intron_variant)	45
SUCLA2 (intron_variant)	45
SORL1 (intron_variant)	45
LINS1 (downstream_gene_variant)	45
GRB2 (intron_variant)	45
AC010422.6 (intron_variant)	45
TBC1D14 (intron_variant)	45
MIR4477B (upstream_gene_variant)	44
UBE2K (intron_variant)	44
AC020915.5 (intron_variant)	44
AL121594.1 (intron_variant)	44
ABCA7 (upstream_gene_variant)	44
ACSF3 (intron_variant)	44
AKAP13 (upstream_gene_variant)	44
HLA-A (downstream_gene_variant)	44
SMAD3 (upstream_gene_variant)	44
REEP5 (intron_variant)	44
TLK1 (intron_variant)	44
SOS2 (intron_variant)	44
DOCK8 (downstream_gene_variant)	44
PUM1 (intron_variant)	44
POLRMTP1 (non_coding_transcript_exon_variant)	44
FMO5 (downstream_gene_variant)	44
GCFC2 (intron_variant)	44
ANKDD1A (intron_variant)	44
COP1 (intron_variant)	44
PFKP (intron_variant)	44
TMEM245 (intron_variant)	44
GLIPR1 (downstream_gene_variant)	43
FAM172A (intron_variant)	43
FGD3 (intron_variant)	43
LINC00910 (intron_variant)	43
ZHX2 (intron_variant)	43
TRG-AS1 (intron_variant)	43
BTBD11 (intron_variant)	43
TRNT1 (downstream_gene_variant)	43
PARP8 (intron_variant)	43
LINC00649 (downstream_gene_variant)	43
CTSC (intron_variant)	43
CMAHP (intron_variant)	43
PATJ (intron_variant)	43
SP110 (downstream_gene_variant)	43
PAN3 (intron_variant)	43
NAGLU (upstream_gene_variant)	43
ANKRD44 (downstream_gene_variant)	43
ZFAND3 (intron_variant)	43
MCUB (intron_variant)	43
SDHA (intron_variant)	43
CUL3 (intron_variant)	43
MRPL19 (intron_variant)	43
ZNF56 (intron_variant)	43
CERK (intron_variant)	42
RNF216 (intron_variant)	42
RPP38 (intron_variant)	42
CTSC (downstream_gene_variant)	42
FAM118A (downstream_gene_variant)	42
NUP88 (upstream_gene_variant)	42
AC107976.1 (intron_variant)	42
Z94721.1 (intron_variant)	42
HNRNPKP4 (non_coding_transcript_exon_variant)	42
SP140 (intron_variant)	42
SPTAN1 (upstream_gene_variant)	42
EMC8 (upstream_gene_variant)	42
SDHAP2 (downstream_gene_variant)	42
AL596087.1 (non_coding_transcript_exon_variant)	42
ECE1 (intron_variant)	42
RNF125 (downstream_gene_variant)	42
NOB1 (upstream_gene_variant)	42
TCHP (intron_variant)	42
CHD2 (intron_variant)	42
HLA-F (intron_variant)	42
SRP19 (downstream_gene_variant)	42
PABPC1P4 (non_coding_transcript_exon_variant)	42
TCP10L (intron_variant)	42
KCNAB1 (intron_variant)	42
FUT11 (downstream_gene_variant)	42
EVL (downstream_gene_variant)	42
THEM4 (downstream_gene_variant)	42
AL669831.3 (intron_variant)	42
IRF1 (downstream_gene_variant)	41
PPP3CA (intron_variant)	41
TRAF1 (intron_variant)	41
HSP90AA2P (non_coding_transcript_exon_variant)	41
LEPROTL1 (downstream_gene_variant)	41
RUNX2 (intron_variant)	41
SLC39A11 (intron_variant)	41
SEPTIN9 (upstream_gene_variant)	41
MYH9 (downstream_gene_variant)	41
CDC42 (intron_variant)	41
TRAJ37 (downstream_gene_variant)	41
BCR (downstream_gene_variant)	41
AC022558.2 (intron_variant)	41
AC091810.1 (downstream_gene_variant)	41
RN7SL732P (upstream_gene_variant)	41
AC087721.2 (intron_variant)	41
AC093884.1 (intron_variant)	41
RNA5SP284 (downstream_gene_variant)	41
PITRM1 (upstream_gene_variant)	41
PICALM (intron_variant)	41
SMCHD1 (upstream_gene_variant)	41
AL359736.1 (intron_variant)	41
TRIM5 (intron_variant)	41
CLEC2D (intron_variant)	41
CFLAR (downstream_gene_variant)	41
ITPKB (intron_variant)	41
RAPGEF1 (intron_variant)	41
OGA (intron_variant)	41
AGPS (intron_variant)	41
TMC8 (upstream_gene_variant)	40
CASTOR3 (intron_variant)	40
PARP11 (intron_variant)	40
HCG4B (upstream_gene_variant)	40
HIVEP2 (intron_variant)	40
ZNF701 (downstream_gene_variant)	40
TPTE2P5 (intron_variant)	40
SLC35G1 (downstream_gene_variant)	40
PPP4R3A (intron_variant)	40
PITRM1 (downstream_gene_variant)	40
DRG1 (intron_variant)	40
WDFY1 (intron_variant)	40
PFKFB3 (intron_variant)	40
ERICH1 (intron_variant)	40
MSNP1 (non_coding_transcript_exon_variant)	40
TMEM131L (intron_variant)	40
SAP30L-AS1 (intron_variant)	40
BAZ2B (intron_variant)	40
SEPTIN6 (intron_variant)	40
RB1 (intron_variant)	40
TRAJ33 (upstream_gene_variant)	40
HLA-B (downstream_gene_variant)	40
STK10 (downstream_gene_variant)	40
MIR1199 (upstream_gene_variant)	40
FAM227B (intron_variant)	40
AC079594.2 (intron_variant)	40
AC103691.1 (upstream_gene_variant)	40
SNRPN (intron_variant)	40
COX4I1 (intron_variant)	40
ZNF814 (downstream_gene_variant)	40
SMARCA2 (intron_variant)	40
MISP3 (upstream_gene_variant)	40
ARHGEF18 (intron_variant)	40
PCM1 (downstream_gene_variant)	40
AL662844.3 (downstream_gene_variant)	40
SNX5 (intron_variant)	40
RSF1 (intron_variant)	40
SSH2 (intron_variant)	40
ARID1B (intron_variant)	39
AC009163.5 (intron_variant)	39
AKT3 (intron_variant)	39
USP3-AS1 (intron_variant)	39
GMDS (intron_variant)	39
SFI1 (intron_variant)	39
TRAJ34 (upstream_gene_variant)	39
AL512428.1 (intron_variant)	39
NUP98 (intron_variant)	39
HERC1 (intron_variant)	39
ZNF573 (downstream_gene_variant)	39
ZNF611 (downstream_gene_variant)	39
AC015911.11 (intron_variant)	39
MTND6P4 (downstream_gene_variant)	39
SMCHD1 (downstream_gene_variant)	39
SNX29 (intron_variant)	39
HGS (upstream_gene_variant)	39
ZBTB25 (intron_variant)	39
AC079781.5 (intron_variant)	39
CCM2 (intron_variant)	39
TRAPPC9 (intron_variant)	39
CLEC2D (upstream_gene_variant)	39
PICALM (downstream_gene_variant)	39
SAMSN1 (intron_variant)	39
TAB2 (intron_variant)	39
GPATCH2L (intron_variant)	39
AC126544.2 (downstream_gene_variant)	39
HECTD1 (downstream_gene_variant)	39
TTC3 (intron_variant)	39
AC008764.1 (intron_variant)	39
ARL15 (intron_variant)	39
MBD5 (intron_variant)	39
CD44 (downstream_gene_variant)	39
AC124312.1 (intron_variant)	39
MPP7 (intron_variant)	39
CUX1 (intron_variant)	39
GNG2 (intron_variant)	39
ETS1 (intron_variant)	39
EPC1 (intron_variant)	39
WDR7 (intron_variant)	39
TBC1D22A (intron_variant)	39
NUP88 (intron_variant)	39
ELF2 (intron_variant)	38
KHDC1 (intron_variant)	38
MICOS10-NBL1 (intron_variant)	38
NBL1 (intron_variant)	38
HNRNPKP1 (non_coding_transcript_exon_variant)	38
ERAP2 (downstream_gene_variant)	38
ENTPD1-AS1 (intron_variant)	38
NCOA2 (intron_variant)	38
ARHGAP25 (downstream_gene_variant)	38
DUX4L35-FRG1EP (intergenic_region)	38
WIPF1 (downstream_gene_variant)	38
PRDM2 (intron_variant)	38
SLC4A10 (intron_variant)	38
TULP4 (intron_variant)	38
UBE2I (intron_variant)	38
PTPRC (intron_variant)	38
CCDC88C (intron_variant)	38
ANKRD44-IT1 (intron_variant)	38
PPP2R5C (downstream_gene_variant)	38
NCOA7 (intron_variant)	38
CYREN (intron_variant)	38
UBE2I (downstream_gene_variant)	38
HDLBP (intron_variant)	38
EFHC1 (intron_variant)	38
MICOS10 (intron_variant)	38
ITCH (intron_variant)	38
ZNF485 (upstream_gene_variant)	38
PIP4K2A (downstream_gene_variant)	38
TRAJ38 (downstream_gene_variant)	38
AL133475.1 (intron_variant)	38
USP8P1 (downstream_gene_variant)	38
HLA-DPB1 (downstream_gene_variant)	38
FTX (upstream_gene_variant)	38
AC004949.1 (non_coding_transcript_exon_variant)	38
ZNF701 (intron_variant)	38
AC091132.4-DND1P1 (intergenic_region)	38
RASA3 (intron_variant)	38
AC005670.2 (intron_variant)	38
GALNT10 (intron_variant)	38
CEMIP2 (intron_variant)	38
TRPC4AP (intron_variant)	38
SLA (downstream_gene_variant)	38
SLIRP (intron_variant)	38
TGOLN2 (downstream_gene_variant)	38
MARCHF7 (upstream_gene_variant)	38
SDR39U1 (downstream_gene_variant)	38
BANP (intron_variant)	38
ZNRD1ASP (non_coding_transcript_exon_variant)	38
ERN1 (intron_variant)	38
STAU1 (intron_variant)	38
SLFN12L (downstream_gene_variant)	38
SYNE1 (intron_variant)	37
GPRIN3 (3_prime_UTR_variant)	37
UBE2D3 (intron_variant)	37
OSBPL3 (intron_variant)	37
PAM (intron_variant)	37
GCC2 (intron_variant)	37
MYO1F (downstream_gene_variant)	37
TMEM87A (intron_variant)	37
STK17B (downstream_gene_variant)	37
TMC6 (downstream_gene_variant)	37
USP15 (downstream_gene_variant)	37
NDE1 (intron_variant)	37
GATAD2B (intron_variant)	37
TRNT1 (intron_variant)	37
AL512844.1 (non_coding_transcript_exon_variant)	37
AL512844.2 (upstream_gene_variant)	37
ZNF44 (intron_variant)	37
CLTC (intron_variant)	37
MVB12A (intron_variant)	37
AC016074.2 (intron_variant)	37
EXOC5P1 (non_coding_transcript_exon_variant)	37
SUN1 (downstream_gene_variant)	37
ANO4 (intron_variant)	37
AC063947.2 (non_coding_transcript_exon_variant)	37
AC104692.1 (downstream_gene_variant)	37
PLEKHA2 (intron_variant)	37
AC104692.2 (downstream_gene_variant)	37
KRR1 (downstream_gene_variant)	37
RPL3P2 (non_coding_transcript_exon_variant)	37
GLG1 (downstream_gene_variant)	37
HAGH (downstream_gene_variant)	37
N4BP2L2 (intron_variant)	37
VTI1A (intron_variant)	37
ETV6 (intron_variant)	37
SARAF (intron_variant)	37
STK39 (intron_variant)	37
ZNF506 (downstream_gene_variant)	37
RCSD1 (intron_variant)	37
SPIDR (intron_variant)	37
ABHD15-AS1 (intron_variant)	37
MAP2K1 (intron_variant)	37
ATP2B1 (intron_variant)	37
CLCN3P1 (downstream_gene_variant)	37
SNAPC3 (downstream_gene_variant)	37
UMAD1 (intron_variant)	37
PCSK7 (intron_variant)	37
RPL3P7 (non_coding_transcript_exon_variant)	37
AC009487.2 (non_coding_transcript_exon_variant)	37
FBXO28 (intron_variant)	36
AC016957.2 (upstream_gene_variant)	36
CHD2 (upstream_gene_variant)	36
DEC1 (intron_variant)	36
ZNF195 (intron_variant)	36
ERCC6L2 (intron_variant)	36
TRG-AS1 (downstream_gene_variant)	36
RAB11A (intron_variant)	36
EDARADD (intron_variant)	36
PCM1 (upstream_gene_variant)	36
SDHA (upstream_gene_variant)	36
DNM2 (intron_variant)	36
NDE1 (downstream_gene_variant)	36
CHD2 (downstream_gene_variant)	36
SP100 (upstream_gene_variant)	36
CARD8 (non_coding_transcript_exon_variant)	36
GOSR2 (intron_variant)	36
PCDH11X (intron_variant)	36
SIPA1L3 (intron_variant)	36
PDIA6 (intron_variant)	36
PITRM1-AS1 (intron_variant)	36
SEC23B (upstream_gene_variant)	36
COA1 (downstream_gene_variant)	36
ROBO2 (intron_variant)	36
CENPCP1 (non_coding_transcript_exon_variant)	36
PMM2 (downstream_gene_variant)	36
SNRPD3 (intron_variant)	36
AL136531.2 (intron_variant)	36
ACSF3 (downstream_gene_variant)	36
PPA2 (intron_variant)	36
DPH6 (intron_variant)	36
CNOT6L (intron_variant)	36
ZNF815P (downstream_gene_variant)	36
AC019205.1 (intron_variant)	36
RMDN1 (downstream_gene_variant)	36
LRCH3 (intron_variant)	36
LINC00667 (non_coding_transcript_exon_variant)	36
BBX (intron_variant)	36
TFDP2 (intron_variant)	36
SLA (intron_variant)	36
NMT2 (intron_variant)	36
IKZF1 (intron_variant)	36
ANKRD10 (intron_variant)	36
APOL6 (3_prime_UTR_variant)	35
ATG7 (intron_variant)	35
LYST (intron_variant)	35
IST1 (intron_variant)	35
RPL7L1 (downstream_gene_variant)	35
CORO7-PAM16 (intron_variant)	35
FAM174B (intron_variant)	35
SYNRG (intron_variant)	35
SPPL3 (intron_variant)	35
GIT2 (intron_variant)	35
MIATNB (intron_variant)	35
KANSL1 (upstream_gene_variant)	35
PRKCA (intron_variant)	35
AC067852.1 (upstream_gene_variant)	35
LINC00649 (upstream_gene_variant)	35
