Variant	N
PIPSL (non_coding_transcript_exon_variant)	55
AP001582.1-CD3D (intergenic_region)	55
CD3D (downstream_gene_variant)	55
AC027644.4 (intron_variant)	55
ZNF814 (intron_variant)	55
XRCC6P2 (non_coding_transcript_exon_variant)	54
HLA-DQA1 (non_coding_transcript_exon_variant)	54
JAK1 (intron_variant)	54
MGST1 (intron_variant)	54
AEBP2 (intron_variant)	54
KANSL1 (intron_variant)	54
SEMA4D (intron_variant)	54
ZNF815P (downstream_gene_variant)	54
AC025171.1 (intron_variant)	54
AC022137.4 (intron_variant)	54
LINC01122 (intron_variant)	54
CERK (intron_variant)	53
SMCHD1 (downstream_gene_variant)	53
SUPT16HP1 (non_coding_transcript_exon_variant)	53
LINC01934 (intron_variant)	53
AL031282.2 (intron_variant)	53
AL671277.1 (upstream_gene_variant)	52
AKAP13 (downstream_gene_variant)	52
SNHG14 (intron_variant)	52
SP100 (downstream_gene_variant)	52
AC025857.2 (downstream_gene_variant)	52
CAST (intron_variant)	52
KIF2A (intron_variant)	52
LINC-PINT (intron_variant)	52
AC025283.2 (intron_variant)	52
MYH9 (downstream_gene_variant)	52
CARD8 (upstream_gene_variant)	51
SLC35G1 (downstream_gene_variant)	51
FMO5 (downstream_gene_variant)	51
CMAHP (intron_variant)	51
CTSB (3_prime_UTR_variant)	51
SMCHD1 (upstream_gene_variant)	51
AC007238.1 (non_coding_transcript_exon_variant)	51
FNBP1 (intron_variant)	51
FYB1 (intron_variant)	51
AC068533.3 (intron_variant)	51
ANKRD44 (intron_variant)	50
AL669831.3 (intron_variant)	50
EML4 (intron_variant)	50
LRRC28 (downstream_gene_variant)	50
UBAC2 (intron_variant)	50
AL031282.1 (intron_variant)	50
XYLT1 (intron_variant)	50
AC087721.2 (intron_variant)	50
ZNF83 (intron_variant)	50
RXYLT1-AS1 (upstream_gene_variant)	50
MBNL1 (intron_variant)	50
MUC20-OT1 (downstream_gene_variant)	50
MUC20-OT1 (intron_variant)	49
SLC35E2A (downstream_gene_variant)	49
AC011477.3 (intron_variant)	49
AL645929.3 (upstream_gene_variant)	49
AL031282.1 (upstream_gene_variant)	49
SERINC5 (intron_variant)	49
PVT1 (intron_variant)	49
ITGA4 (downstream_gene_variant)	48
AC009126.1 (intron_variant)	48
HNRNPKP4 (non_coding_transcript_exon_variant)	48
ZNF56 (intron_variant)	48
HCP5 (downstream_gene_variant)	48
RBBP4 (downstream_gene_variant)	48
ARID5B (intron_variant)	48
TSTD3 (intron_variant)	48
LRRC28 (intron_variant)	48
KDM4C (intron_variant)	48
GLIPR1 (downstream_gene_variant)	48
METTL22 (downstream_gene_variant)	47
CAST (downstream_gene_variant)	47
PCBD2 (intron_variant)	47
IQGAP2 (intron_variant)	47
NDUFAF6 (intron_variant)	47
STK17B (intron_variant)	47
HLA-DPB1 (3_prime_UTR_variant)	47
STK38 (intron_variant)	47
CHFR (intron_variant)	46
HLA-G (non_coding_transcript_exon_variant)	46
FTX (downstream_gene_variant)	46
NOB1 (upstream_gene_variant)	46
MUC20-OT1 (upstream_gene_variant)	46
CYP20A1 (downstream_gene_variant)	46
PRKCH (upstream_gene_variant)	46
AC058822.1 (intron_variant)	46
AC087633.2 (intron_variant)	46
CASK (intron_variant)	46
IL7R (downstream_gene_variant)	46
ATM (intron_variant)	46
SYNRG (downstream_gene_variant)	46
DOCK8 (intron_variant)	45
HNRNPKP1 (non_coding_transcript_exon_variant)	45
PABPC1P4 (non_coding_transcript_exon_variant)	45
ZNF28 (intron_variant)	45
RPL3P7 (non_coding_transcript_exon_variant)	45
RESF1 (intron_variant)	45
AC087633.2 (non_coding_transcript_exon_variant)	45
SPTAN1 (downstream_gene_variant)	45
VHL (downstream_gene_variant)	45
PCNX4 (intron_variant)	45
GRAMD1B (intron_variant)	45
AC092821.4 (intron_variant)	45
CAMK4 (intron_variant)	44
TUT4 (intron_variant)	44
INPP5D (intron_variant)	44
FOXP1 (intron_variant)	44
RRP36 (upstream_gene_variant)	44
ZKSCAN7 (intron_variant)	44
AL596087.2 (intron_variant)	44
AKAP13 (intron_variant)	44
ZNRD1ASP (intron_variant)	44
HLA-A (downstream_gene_variant)	44
STAG2 (intron_variant)	44
MIR4435-2HG (intron_variant)	44
CDC14A (intron_variant)	44
AL590623.1-KSR1P1 (intergenic_region)	44
MRI1 (3_prime_UTR_variant)	44
LINC00426 (downstream_gene_variant)	44
LINC00426 (intron_variant)	44
AC124312.1 (intron_variant)	44
ZNF587 (downstream_gene_variant)	43
WIPF1 (downstream_gene_variant)	43
ZNF765 (intron_variant)	43
SP100 (intron_variant)	43
ZNF485 (upstream_gene_variant)	43
MYH9 (intron_variant)	43
RORA (intron_variant)	43
LINC00894 (intron_variant)	43
CMAHP (upstream_gene_variant)	43
MTND3P25 (downstream_gene_variant)	43
HCP5 (non_coding_transcript_exon_variant)	43
DPH6 (intron_variant)	43
EIF2B5 (downstream_gene_variant)	43
DPYD (intron_variant)	43
ACTBP2 (non_coding_transcript_exon_variant)	43
PHACTR2 (intron_variant)	43
STK10 (intron_variant)	43
HLA-DQA1 (downstream_gene_variant)	42
HSP90AA2P (non_coding_transcript_exon_variant)	42
AC068587.4 (intron_variant)	42
KRR1 (downstream_gene_variant)	42
AC092821.4 (downstream_gene_variant)	42
OXNAD1 (intron_variant)	42
AC020915.5 (intron_variant)	42
AC008083.2 (intron_variant)	42
LDLRAD4 (intron_variant)	42
LEF1 (intron_variant)	42
ZNF131 (intron_variant)	42
GRAMD1B (downstream_gene_variant)	42
HLA-DQA1 (3_prime_UTR_variant)	42
SKAP1 (intron_variant)	42
AC087633.2 (upstream_gene_variant)	42
TAF15 (intron_variant)	42
TMEM245 (intron_variant)	41
KHDC1 (intron_variant)	41
ROBO2 (intron_variant)	41
CHD4 (upstream_gene_variant)	41
HLA-DQB1 (downstream_gene_variant)	41
PPP2R5C (intron_variant)	41
H2AZ2 (downstream_gene_variant)	41
AC009163.5 (intron_variant)	41
HSP90B2P (non_coding_transcript_exon_variant)	41
AL390957.1 (intron_variant)	41
CTSS (downstream_gene_variant)	41
XPOTP1 (non_coding_transcript_exon_variant)	41
CROCC (intron_variant)	41
CARS2 (downstream_gene_variant)	41
ERAP1 (intron_variant)	41
ATM (downstream_gene_variant)	41
MTCYBP18 (upstream_gene_variant)	41
ANXA6 (intron_variant)	41
AL596087.1 (non_coding_transcript_exon_variant)	41
POLRMTP1 (non_coding_transcript_exon_variant)	41
ANKLE2 (downstream_gene_variant)	41
HLA-DQB1 (upstream_gene_variant)	41
WIPF1 (intron_variant)	41
MED15 (intron_variant)	41
OIP5-AS1 (intron_variant)	41
PNKD (intron_variant)	41
CARD8 (non_coding_transcript_exon_variant)	40
KMT2C (intron_variant)	40
CTBP1 (upstream_gene_variant)	40
CLEC2D (intron_variant)	40
ZNF506 (downstream_gene_variant)	40
ITGAL (downstream_gene_variant)	40
APOL6 (3_prime_UTR_variant)	40
PTK2B (downstream_gene_variant)	40
PTPRC (intron_variant)	40
AC019205.1 (intron_variant)	40
AC110275.1 (intron_variant)	40
KHNYN (downstream_gene_variant)	40
OGA (intron_variant)	40
LINC00243 (intron_variant)	40
RUNX1 (intron_variant)	40
USP8P1 (downstream_gene_variant)	40
DUSP16 (intron_variant)	40
PSMG4 (intron_variant)	40
TBK1 (upstream_gene_variant)	40
PSMA3-AS1 (intron_variant)	40
Z94721.1 (intron_variant)	40
AC026877.1 (non_coding_transcript_exon_variant)	40
SNRPN (intron_variant)	40
POC1B (intron_variant)	40
OIP5-AS1 (non_coding_transcript_exon_variant)	40
FCHO1 (upstream_gene_variant)	40
ABCA7 (upstream_gene_variant)	40
GGT1 (intron_variant)	40
CCDC66 (intron_variant)	40
TAF1D (intron_variant)	40
KLC1 (intron_variant)	40
TMOD3 (intron_variant)	40
NEMF (downstream_gene_variant)	40
CRCP (downstream_gene_variant)	40
CCDC66 (downstream_gene_variant)	40
SPG7 (upstream_gene_variant)	40
PLPP1 (intron_variant)	39
AC116366.3 (intron_variant)	39
TRAJ34 (upstream_gene_variant)	39
ADK (intron_variant)	39
AL354696.2 (intron_variant)	39
AC010422.6 (intron_variant)	39
SLFN12L (intron_variant)	39
AC092279.2 (downstream_gene_variant)	39
PARP4 (intron_variant)	39
RFTN1 (intron_variant)	39
MPRIP (intron_variant)	39
MVB12A (intron_variant)	39
TRAJ38 (downstream_gene_variant)	39
HCG27 (upstream_gene_variant)	39
ABHD15-AS1 (intron_variant)	39
TRAJ33 (upstream_gene_variant)	39
HSPA9P1 (non_coding_transcript_exon_variant)	39
CFLAR (3_prime_UTR_variant)	39
PITRM1 (upstream_gene_variant)	39
ARHGAP25 (intron_variant)	39
CCND3 (intron_variant)	39
ZNF573 (intron_variant)	39
RPL3P2 (non_coding_transcript_exon_variant)	39
SLC35E2A (3_prime_UTR_variant)	39
THEM4 (downstream_gene_variant)	39
MSNP1 (non_coding_transcript_exon_variant)	39
STK4 (downstream_gene_variant)	39
CCT8P1 (non_coding_transcript_exon_variant)	38
HLA-DQB1 (intron_variant)	38
RESF1 (downstream_gene_variant)	38
HLA-DRB5 (missense_variant)	38
FUT11 (downstream_gene_variant)	38
DRG1 (intron_variant)	38
TRAJ37 (downstream_gene_variant)	38
MBP (intron_variant)	38
MCUB (intron_variant)	38
AL662844.3 (downstream_gene_variant)	38
BX322650.1 (non_coding_transcript_exon_variant)	38
AL645929.1 (upstream_gene_variant)	38
RIPOR2 (downstream_gene_variant)	38
SLC35E2B (intron_variant)	38
SPG7 (intron_variant)	38
CTSS (3_prime_UTR_variant)	38
TPTE2P5 (intron_variant)	38
ERAP1 (downstream_gene_variant)	38
IL3RA (downstream_gene_variant)	38
MTND4LP30 (downstream_gene_variant)	38
STRADA (intron_variant)	38
DNAH1 (intron_variant)	38
ITGAL (intron_variant)	38
HM13 (intron_variant)	38
AL359263.1 (non_coding_transcript_exon_variant)	38
UBE2D3 (intron_variant)	38
EVL (downstream_gene_variant)	38
ZNF573 (downstream_gene_variant)	38
PGPEP1 (intron_variant)	38
AC008670.1 (upstream_gene_variant)	38
AP4S1 (intron_variant)	37
ZNF721 (intron_variant)	37
AC004151.1 (upstream_gene_variant)	37
AL138930.1 (intron_variant)	37
AC104692.1 (downstream_gene_variant)	37
ARPC2 (downstream_gene_variant)	37
SENP7 (intron_variant)	37
PCDH11X (intron_variant)	37
ARPC2 (intron_variant)	37
CARD8 (downstream_gene_variant)	37
SLC25A6 (downstream_gene_variant)	37
RNF166 (upstream_gene_variant)	37
ATG4B (downstream_gene_variant)	37
COX4I1 (intron_variant)	37
PYHIN1 (intron_variant)	37
SORL1 (intron_variant)	37
AC079781.5 (intron_variant)	37
RNF125 (downstream_gene_variant)	37
TMC6 (upstream_gene_variant)	37
STK17B (downstream_gene_variant)	37
ARPC2 (upstream_gene_variant)	37
ERAP2 (downstream_gene_variant)	37
AC104692.2 (downstream_gene_variant)	37
CTSS (intron_variant)	37
SEPTIN9 (intron_variant)	37
NCAPD2 (upstream_gene_variant)	37
ELF1 (intron_variant)	37
ARHGEF3 (intron_variant)	37
NLRC5 (intron_variant)	37
TACC3 (intron_variant)	37
ZRANB3 (intron_variant)	37
CLN5 (upstream_gene_variant)	37
SYNRG (upstream_gene_variant)	37
SPTAN1 (upstream_gene_variant)	37
CHD4 (downstream_gene_variant)	37
ZNF506 (intron_variant)	37
EDARADD (intron_variant)	37
SF3A3P2 (non_coding_transcript_exon_variant)	36
MARK3 (intron_variant)	36
BNIP2 (downstream_gene_variant)	36
LHFPL3 (intron_variant)	36
TRAJ36 (upstream_gene_variant)	36
PARP11 (intron_variant)	36
AC008686.1 (intron_variant)	36
MTND6P4 (downstream_gene_variant)	36
HOOK3 (3_prime_UTR_variant)	36
LGALS8 (intron_variant)	36
FAM49B (intron_variant)	36
HLA-DRB1 (3_prime_UTR_variant)	36
TTC39C (intron_variant)	36
DLEU2 (intron_variant)	36
AC008083.3 (downstream_gene_variant)	36
TACC3 (upstream_gene_variant)	36
DNAJB6 (intron_variant)	36
PITRM1-AS1 (intron_variant)	36
SUPT5H (upstream_gene_variant)	36
LPIN2 (intron_variant)	36
MFSD4B (intron_variant)	36
MCPH1 (intron_variant)	36
HOOK3 (intron_variant)	36
MKLN1 (intron_variant)	36
LINC00667 (non_coding_transcript_exon_variant)	36
AC093423.3 (intron_variant)	36
NAGLU (upstream_gene_variant)	36
SRP19 (downstream_gene_variant)	36
PRKCH (downstream_gene_variant)	36
RNU1-61P (upstream_gene_variant)	36
GLG1 (downstream_gene_variant)	36
AL671883.2 (non_coding_transcript_exon_variant)	36
AC004224.2 (intron_variant)	36
PGPEP1 (3_prime_UTR_variant)	35
SNHG14 (non_coding_transcript_exon_variant)	35
ACYP2 (intron_variant)	35
RBBP4P1 (non_coding_transcript_exon_variant)	35
HLA-A-HLA-W (intergenic_region)	35
AC011468.2 (intron_variant)	35
GLG1 (intron_variant)	35
TRAJ35 (upstream_gene_variant)	35
AC092279.2 (non_coding_transcript_exon_variant)	35
BIN2P1 (non_coding_transcript_exon_variant)	35
TRAJ39 (downstream_gene_variant)	35
MIR1199 (upstream_gene_variant)	35
MICOS10-NBL1 (intron_variant)	35
NBL1 (intron_variant)	35
PGPEP1 (downstream_gene_variant)	35
ZNF814 (upstream_gene_variant)	35
MYO1F (downstream_gene_variant)	35
FAM118A (downstream_gene_variant)	35
SP110 (downstream_gene_variant)	35
CAP1P2 (non_coding_transcript_exon_variant)	35
DHX9P1 (non_coding_transcript_exon_variant)	35
CRBN (downstream_gene_variant)	35
IL7R (intron_variant)	35
KLC1 (upstream_gene_variant)	35
LINC00667 (downstream_gene_variant)	35
RN7SL732P (upstream_gene_variant)	35
RNF111 (intron_variant)	35
MTND1P23 (downstream_gene_variant)	35
BCL11B (intron_variant)	35
FPGS (upstream_gene_variant)	35
AC091810.1 (downstream_gene_variant)	35
HECTD1 (downstream_gene_variant)	35
BISPR (downstream_gene_variant)	35
TAOK3 (intron_variant)	35
UXS1 (intron_variant)	35
DOCK2 (intron_variant)	35
AC091132.4-DND1P1 (intergenic_region)	35
MISP3 (upstream_gene_variant)	35
MTND2P28 (downstream_gene_variant)	35
PHAX (downstream_gene_variant)	35
RCSD1 (intron_variant)	35
ITGAL (upstream_gene_variant)	35
F11R (downstream_gene_variant)	35
AL669831.3 (upstream_gene_variant)	35
AC011447.3 (intron_variant)	35
SOD2 (intron_variant)	34
ZNRD1ASP (downstream_gene_variant)	34
HLA-DQB1 (3_prime_UTR_variant)	34
PSMD13 (upstream_gene_variant)	34
AC099513.1 (downstream_gene_variant)	34
PPHLN1 (intron_variant)	34
CRBN (intron_variant)	34
PRKX (intron_variant)	34
PIGG (downstream_gene_variant)	34
HLA-DPA2 (downstream_gene_variant)	34
HLA-C (3_prime_UTR_variant)	34
CAPZB (intron_variant)	34
HCP5 (intron_variant)	34
PHAX (3_prime_UTR_variant)	34
PPP1R16B (intron_variant)	34
MTRR (downstream_gene_variant)	34
SLC4A10 (intron_variant)	34
RNF125 (3_prime_UTR_variant)	34
SUMF1 (intron_variant)	34
CD84 (downstream_gene_variant)	34
COA1 (downstream_gene_variant)	34
SP100 (upstream_gene_variant)	34
BABAM2 (intron_variant)	34
DDOST (downstream_gene_variant)	34
HLA-DRB6 (non_coding_transcript_exon_variant)	34
SPON1 (intron_variant)	34
IL3RA-SLC25A6 (intergenic_region)	34
MGAT5 (intron_variant)	34
FTX (non_coding_transcript_exon_variant)	34
KIAA2012 (intron_variant)	34
MTCO3P12 (upstream_gene_variant)	34
AC010326.5 (upstream_gene_variant)	34
AC008012.1 (intron_variant)	34
AL591806.4 (downstream_gene_variant)	34
N4BP2L2 (intron_variant)	34
TRAJ40 (downstream_gene_variant)	34
NLRC5 (downstream_gene_variant)	34
FCHO1 (intron_variant)	33
SUCLA2 (intron_variant)	33
EDARADD (downstream_gene_variant)	33
SPG7 (downstream_gene_variant)	33
MED24 (intron_variant)	33
MED24 (downstream_gene_variant)	33
CDC42SE2 (intron_variant)	33
GCDH (intron_variant)	33
GRB2 (intron_variant)	33
CD226 (intron_variant)	33
LINC00667 (intron_variant)	33
LGALS8 (upstream_gene_variant)	33
GCDH (downstream_gene_variant)	33
MUC20-OT1 (non_coding_transcript_exon_variant)	33
HSP90B1 (intron_variant)	33
KTN1 (intron_variant)	33
SAMHD1 (downstream_gene_variant)	33
FAS (intron_variant)	33
AC008764.4 (intron_variant)	33
CYFIP2 (intron_variant)	33
GPBP1L1 (upstream_gene_variant)	33
RNF166 (intron_variant)	33
MICOS10 (intron_variant)	33
AC009487.2 (non_coding_transcript_exon_variant)	33
MPHOSPH9 (intron_variant)	33
CNOT1 (downstream_gene_variant)	33
MIR2052HG (intron_variant)	33
SRSF9 (downstream_gene_variant)	33
AC019205.1 (non_coding_transcript_exon_variant)	33
ZNF708 (downstream_gene_variant)	33
CASTOR3 (intron_variant)	33
AKAP13 (upstream_gene_variant)	33
CGGBP1 (intron_variant)	33
AC040977.2 (intron_variant)	33
C11orf65 (intron_variant)	33
AC010326.4 (downstream_gene_variant)	33
FAM174B (intron_variant)	33
AP000311.1 (intron_variant)	33
IST1 (intron_variant)	33
CYFIP2 (upstream_gene_variant)	33
HCG4B (upstream_gene_variant)	33
AC001226.2 (upstream_gene_variant)	33
RAB11A (intron_variant)	33
PPP3CC (intron_variant)	33
HLA-A (non_coding_transcript_exon_variant)	33
ATM (upstream_gene_variant)	33
AC004949.1 (non_coding_transcript_exon_variant)	33
TBCE (intron_variant)	33
ANTXR2 (intron_variant)	33
RNF141 (downstream_gene_variant)	33
SUPT5H (downstream_gene_variant)	33
SQSTM1 (downstream_gene_variant)	33
ISG20 (upstream_gene_variant)	33
SYNRG (intron_variant)	33
LEPROTL1 (downstream_gene_variant)	33
MAVS (3_prime_UTR_variant)	33
PITRM1 (downstream_gene_variant)	33
UBE2I (intron_variant)	32
CD44 (intron_variant)	32
EXOSC3 (intron_variant)	32
USP20 (intron_variant)	32
UBE2I (downstream_gene_variant)	32
HSP90B1 (downstream_gene_variant)	32
ABLIM1 (downstream_gene_variant)	32
ERAP2 (intron_variant)	32
HLA-DRB5 (3_prime_UTR_variant)	32
PSPC1 (intron_variant)	32
NOP14-AS1 (intron_variant)	32
AC079793.1 (intron_variant)	32
HNRNPD (intron_variant)	32
CHURC1-FNTB (intron_variant)	32
STRADB (intron_variant)	32
ATXN3 (intron_variant)	32
PDE3B (intron_variant)	32
FUT11 (intron_variant)	32
JMJD1C (intron_variant)	32
CERK (downstream_gene_variant)	32
VARS2 (downstream_gene_variant)	32
AC092045.1 (non_coding_transcript_exon_variant)	32
NIBAN1 (intron_variant)	32
GPATCH2L (intron_variant)	32
AC026462.4 (intron_variant)	32
B4GALT1 (intron_variant)	32
CNST (intron_variant)	32
HERC1 (intron_variant)	32
AC063947.2 (non_coding_transcript_exon_variant)	32
RDM1P3-AC005332.7 (intergenic_region)	32
CTSC (intron_variant)	32
BLOC1S5-TXNDC5 (intron_variant)	32
TRIM69 (upstream_gene_variant)	32
TMEM63A (downstream_gene_variant)	32
RSRP1 (intron_variant)	32
EDARADD (3_prime_UTR_variant)	32
HLA-A (intron_variant)	32
HLA-DQB1-AS1 (upstream_gene_variant)	32
ITK (downstream_gene_variant)	32
AK3 (intron_variant)	32
GRAP2 (intron_variant)	32
GART (upstream_gene_variant)	32
SEPTIN7P6 (non_coding_transcript_exon_variant)	32
ANKRD10 (intron_variant)	32
LINC00426 (upstream_gene_variant)	32
SP140 (intron_variant)	32
LRRC8C (intron_variant)	32
CD84 (3_prime_UTR_variant)	32
ANO4 (intron_variant)	32
HCLS1 (downstream_gene_variant)	32
RNF157 (intron_variant)	32
REEP5 (intron_variant)	32
AP005263.1 (intron_variant)	32
AC022966.1 (downstream_gene_variant)	32
AC067852.1 (upstream_gene_variant)	32
CYTH1 (intron_variant)	32
HAGH (intron_variant)	32
AL139095.3 (downstream_gene_variant)	31
HSPA8P8 (non_coding_transcript_exon_variant)	31
CAGE1 (intron_variant)	31
FTX (upstream_gene_variant)	31
SEMA4B (downstream_gene_variant)	31
HOOK3 (downstream_gene_variant)	31
HSP90AB3P (non_coding_transcript_exon_variant)	31
PDIA3P1 (downstream_gene_variant)	31
CEP250 (intron_variant)	31
NOC2LP1 (non_coding_transcript_exon_variant)	31
SNRPD3 (intron_variant)	31
COG8 (downstream_gene_variant)	31
AL358177.1-C1orf100 (intergenic_region)	31
NAA60 (intron_variant)	31
MIR6891 (downstream_gene_variant)	31
ZNF638 (intron_variant)	31
DSE (non_coding_transcript_exon_variant)	31
CASC16 (upstream_gene_variant)	31
AC005670.2 (intron_variant)	31
AL645933.5 (intron_variant)	31
ZNF101 (intron_variant)	31
MAX (intron_variant)	31
CD96 (intron_variant)	31
SMIM7 (intron_variant)	31
CLTC (upstream_gene_variant)	31
PRKCQ (intron_variant)	31
ARL17B (intron_variant)	31
OIP5-AS1 (downstream_gene_variant)	31
TSC2 (downstream_gene_variant)	31
OPHN1 (intron_variant)	31
DNM2 (downstream_gene_variant)	31
UBE2D3 (upstream_gene_variant)	31
SOAT1 (3_prime_UTR_variant)	31
PRH1 (intron_variant)	31
PIGG (intron_variant)	31
NDE1 (downstream_gene_variant)	31
CDC34 (upstream_gene_variant)	31
AL589880.1 (downstream_gene_variant)	31
TRIM69 (intron_variant)	31
RPS19 (downstream_gene_variant)	31
GPRIN3 (3_prime_UTR_variant)	31
AC126544.2 (downstream_gene_variant)	31
SLC9A9 (intron_variant)	31
TPGS2 (intron_variant)	31
NKAIN3 (intron_variant)	31
TAF8 (downstream_gene_variant)	31
FOXK2 (intron_variant)	31
RBM5 (downstream_gene_variant)	31
AC107976.1 (intron_variant)	31
GOSR2 (intron_variant)	31
MED24 (upstream_gene_variant)	31
GCDH (upstream_gene_variant)	31
AL137856.1 (intron_variant)	30
NQO2 (downstream_gene_variant)	30
ZNF33B (intron_variant)	30
CARD11 (intron_variant)	30
GAPDHP65 (non_coding_transcript_exon_variant)	30
AP000357.2 (downstream_gene_variant)	30
AC013394.1 (intron_variant)	30
ISG20 (intron_variant)	30
PPA2 (intron_variant)	30
SRP19 (3_prime_UTR_variant)	30
NOC2LP1 (upstream_gene_variant)	30
AC097713.1 (intron_variant)	30
EEF1D (upstream_gene_variant)	30
ABCF3 (upstream_gene_variant)	30
EEF1DP1 (non_coding_transcript_exon_variant)	30
PDHX (intron_variant)	30
SEC23B (upstream_gene_variant)	30
AC004151.1 (intron_variant)	30
TCP11L1 (intron_variant)	30
SLC22A23 (downstream_gene_variant)	30
LRRFIP2 (intron_variant)	30
TRMT10B (downstream_gene_variant)	30
FAM107B (intron_variant)	30
PTK2B (upstream_gene_variant)	30
H2AZ2 (intron_variant)	30
MTRR (upstream_gene_variant)	30
CTU2 (upstream_gene_variant)	30
TSHZ2 (intron_variant)	30
UBE3C (intron_variant)	30
GRAMD1C (intron_variant)	30
PUM1 (intron_variant)	30
XRRA1 (intron_variant)	30
TCF12 (intron_variant)	30
GART (downstream_gene_variant)	30
BIVM-ERCC5 (intron_variant)	30
NLRP1 (intron_variant)	30
CARHSP1 (downstream_gene_variant)	30
AC007161.3 (intron_variant)	30
PGK1P2 (non_coding_transcript_exon_variant)	30
NUCB2 (intron_variant)	30
BNIP2 (intron_variant)	30
AC013287.1 (intron_variant)	30
HM13 (upstream_gene_variant)	30
TESPA1 (downstream_gene_variant)	30
FRYL (intron_variant)	30
MPRIPP1 (downstream_gene_variant)	30
MGAT4A (downstream_gene_variant)	30
RPSAP41 (downstream_gene_variant)	30
EIF3EP1 (non_coding_transcript_exon_variant)	30
PIGG (upstream_gene_variant)	30
ANKDD1A (downstream_gene_variant)	30
USP3 (intron_variant)	30
MARS1 (intron_variant)	30
CD55 (intron_variant)	30
RAB1A (intron_variant)	30
CYREN (intron_variant)	30
STAG1 (intron_variant)	30
PABPC3 (missense_variant)	30
ENO1P1 (non_coding_transcript_exon_variant)	30
GPBP1L1 (intron_variant)	30
ASB3 (intron_variant)	30
LARS1 (intron_variant)	30
RAP1B (intron_variant)	30
MFAP5 (downstream_gene_variant)	30
AC010186.2 (downstream_gene_variant)	30
GUCY1A2 (intron_variant)	30
LSM14A (intron_variant)	30
AC105052.4 (intron_variant)	30
TTLL3 (intron_variant)	30
PGK1 (intron_variant)	30
MCPH1 (downstream_gene_variant)	30
AC010186.4 (downstream_gene_variant)	29
TMEM63A (upstream_gene_variant)	29
RNF4 (intron_variant)	29
TMPO (downstream_gene_variant)	29
AL139815.1 (upstream_gene_variant)	29
PSMA3 (intron_variant)	29
RPS27L (intron_variant)	29
MAP4K1 (upstream_gene_variant)	29
DEAF1 (intron_variant)	29
