	Selected	N	n	.
chr3q22	False	117	47	0.4017094017094017
chr3q23	False	56	21	0.375
chr3q25	False	152	46	0.3026315789473684
chr3q26	False	186	45	0.24193548387096775
chr3q27	False	115	47	0.40869565217391307
chr3q28	False	30	8	0.26666666666666666
chr3q29	False	122	40	0.32786885245901637
chr4p11	False	19	5	0.2631578947368421
chr4p12	False	24	11	0.4583333333333333
chr4p13	False	31	7	0.22580645161290322
chr4p14	False	64	25	0.390625
chr4p15	False	122	38	0.3114754098360656
chr4p16	False	211	83	0.3933649289099526
chr4q12	False	79	31	0.3924050632911392
chr4q22	False	70	23	0.32857142857142857
chr4q24	False	56	22	0.39285714285714285
chr4q25	False	87	25	0.28735632183908044
chr4q26	False	53	13	0.24528301886792453
chr4q27	False	29	14	0.4827586206896552
chr4q31	False	157	52	0.33121019108280253
chr4q32	False	113	32	0.2831858407079646
chr4q33	False	14	6	0.42857142857142855
chr4q35	False	105	33	0.3142857142857143
chr5p12	False	32	11	0.34375
chr5p13	False	128	46	0.359375
chr5p14	False	32	5	0.15625
chr5p15	False	189	43	0.2275132275132275
chr5q11	False	85	27	0.3176470588235294
chr5q12	False	62	25	0.4032258064516129
chr5q13	False	142	51	0.3591549295774648
chr5q14	False	130	38	0.2923076923076923
chr5q15	False	60	19	0.31666666666666665
chr5q21	False	64	13	0.203125
chr5q22	False	55	22	0.4
chr5q23	False	111	33	0.2972972972972973
chr5q31	False	287	106	0.3693379790940767
chr5q33	False	109	52	0.47706422018348627
chr5q34	False	38	10	0.2631578947368421
chr5q35	False	222	99	0.44594594594594594
chr6p11	False	8	2	0.25
chr6p21	False	467	231	0.49464668094218417
chr6p22	False	346	100	0.28901734104046245
chr6p23	False	15	7	0.4666666666666667
chr6p24	False	57	23	0.40350877192982454
chr6p25	False	82	29	0.35365853658536583
chr6q11	False	6	0	0.0
chr6q12	False	21	4	0.19047619047619047
chr6q13	False	56	17	0.30357142857142855
chr6q14	False	93	23	0.24731182795698925
chr6q15	False	48	21	0.4375
chr6q16	False	52	16	0.3076923076923077
chr6q21	False	117	40	0.3418803418803419
chr6q22	False	119	41	0.3445378151260504
chr6q23	False	106	33	0.3113207547169811
chr6q24	False	72	24	0.3333333333333333
chr6q25	False	154	55	0.35714285714285715
chr6q26	False	14	6	0.42857142857142855
chr6q27	False	75	22	0.29333333333333333
chr7p11	False	82	12	0.14634146341463414
chr7p12	False	58	17	0.29310344827586204
chr7p13	False	50	23	0.46
chr7p14	False	163	52	0.31901840490797545
chr7p15	False	96	39	0.40625
chr7p21	False	83	28	0.3373493975903614
chr7p22	False	121	62	0.512396694214876
chr7q11	False	253	77	0.30434782608695654
chr7q21	False	164	63	0.38414634146341464
chr7q22	False	213	119	0.5586854460093896
chr7q31	False	129	46	0.35658914728682173
chr7q32	False	90	36	0.4
chr7q33	False	52	24	0.46153846153846156
chr7q34	False	180	44	0.24444444444444444
chr7q35	False	65	19	0.2923076923076923
chr7q36	False	145	69	0.47586206896551725
chr8p11	False	95	44	0.4631578947368421
chr8p12	False	67	18	0.26865671641791045
chr8p21	False	128	74	0.578125
chr8p22	False	45	17	0.37777777777777777
chr8p23	False	218	42	0.1926605504587156
chr8q11	False	70	16	0.22857142857142856
chr8q12	False	88	21	0.23863636363636365
chr8q13	False	71	25	0.352112676056338
chr8q21	False	178	51	0.28651685393258425
chr8q22	False	153	55	0.35947712418300654
chr8q23	False	44	10	0.22727272727272727
chr8q24	False	321	141	0.4392523364485981
chr9p11	False	49	2	0.04081632653061224
chr9p12	False	17	1	0.058823529411764705
chr9p13	False	170	67	0.3941176470588235
chr9p23	False	19	0	0.0
chr9p24	False	101	31	0.3069306930693069
chr9q12	False	7	1	0.14285714285714285
chr9q13	False	50	0	0.0
chr9q21	False	188	53	0.28191489361702127
chr9q22	False	185	64	0.34594594594594597
chr9q31	False	128	41	0.3203125
chr9q32	False	47	32	0.6808510638297872
chr9q33	False	131	56	0.42748091603053434
chr9q34	False	311	169	0.5434083601286174
MT	False	37	0	0.0
chrXp11	False	370	114	0.3081081081081081
chrXp21	False	82	8	0.0975609756097561
chrXp22	False	233	91	0.3905579399141631
chrXq11	False	29	5	0.1724137931034483
chrXq12	False	26	6	0.23076923076923078
chrXq13	False	160	45	0.28125
chrXq21	False	136	24	0.17647058823529413
chrXq22	False	169	59	0.34911242603550297
chrXq23	False	89	12	0.1348314606741573
chrXq24	False	80	21	0.2625
chrXq25	False	48	7	0.14583333333333334
chrXq26	False	163	41	0.25153374233128833
chrXq27	False	89	8	0.0898876404494382
chrXq28	False	206	84	0.4077669902912621
chrYp11	False	122	3	0.02459016393442623
chrYq11	False	309	9	0.02912621359223301
BENITEZ_GBM_PROTEASOME_INHIBITION_RESPONSE	True	48	43	0.8958333333333334
BLANCO_MELO_SARS_COV_1_INFECTION_MCR5_CELLS_UP	True	12	12	1.0
BLANCO_MELO_SARS_COV_1_INFECTION_MCR5_CELLS_DN	False	9	6	0.6666666666666666
BLANCO_MELO_MERS_COV_INFECTION_MCR5_CELLS_UP	False	295	221	0.7491525423728813
BLANCO_MELO_MERS_COV_INFECTION_MCR5_CELLS_DN	False	37	28	0.7567567567567568
BLANCO_MELO_INFLUENZA_A_INFECTION_A594_CELLS_UP	False	41	28	0.6829268292682927
BLANCO_MELO_INFLUENZA_A_INFECTION_A594_CELLS_DN	False	118	92	0.7796610169491526
BLANCO_MELO_HUMAN_PARAINFLUENZA_VIRUS_3_INFECTION_A594_CELLS_UP	True	204	166	0.8137254901960784
BLANCO_MELO_HUMAN_PARAINFLUENZA_VIRUS_3_INFECTION_A594_CELLS_DN	False	122	83	0.680327868852459
BLANCO_MELO_RESPIRATORY_SYNCYTIAL_VIRUS_INFECTION_A594_CELLS_UP	True	286	232	0.8111888111888111
BLANCO_MELO_RESPIRATORY_SYNCYTIAL_VIRUS_INFECTION_A594_CELLS_DN	False	119	89	0.7478991596638656
BLANCO_MELO_COVID19_SARS_COV_2_INFECTION_A594_CELLS_UP	False	86	59	0.686046511627907
BLANCO_MELO_COVID19_SARS_COV_2_INFECTION_A594_CELLS_DN	False	77	56	0.7272727272727273
BLANCO_MELO_COVID19_SARS_COV_2_INFECTION_CALU3_CELLS_UP	False	339	248	0.7315634218289085
BLANCO_MELO_COVID19_SARS_COV_2_INFECTION_CALU3_CELLS_DN	False	24	16	0.6666666666666666
BLANCO_MELO_COVID19_SARS_COV_2_LOW_MOI_INFECTION_A594_ACE2_EXPRESSING_CELLS_UP	False	174	113	0.6494252873563219
BLANCO_MELO_COVID19_SARS_COV_2_LOW_MOI_INFECTION_A594_ACE2_EXPRESSING_CELLS_DN	False	14	9	0.6428571428571429
BLANCO_MELO_COVID19_SARS_COV_2_INFECTION_A594_ACE2_EXPRESSING_CELLS_UP	False	542	397	0.7324723247232472
BLANCO_MELO_COVID19_SARS_COV_2_INFECTION_A594_ACE2_EXPRESSING_CELLS_DN	True	96	77	0.8020833333333334
BLANCO_MELO_COVID19_SARS_COV_2_INFECTION_A594_ACE2_EXPRESSING_CELLS_RUXOLITINIB_UP	False	483	358	0.7412008281573499
BLANCO_MELO_COVID19_SARS_COV_2_INFECTION_A594_ACE2_EXPRESSING_CELLS_RUXOLITINIB_DN	True	76	63	0.8289473684210527
BLANCO_MELO_COVID19_BRONCHIAL_EPITHELIAL_CELLS_SARS_COV_2_INFECTION_UP	False	144	104	0.7222222222222222
BLANCO_MELO_COVID19_BRONCHIAL_EPITHELIAL_CELLS_SARS_COV_2_INFECTION_DN	True	58	48	0.8275862068965517
BLANCO_MELO_BETA_INTERFERON_TREATED_BRONCHIAL_EPITHELIAL_CELLS_UP	False	378	301	0.7962962962962963
BLANCO_MELO_BETA_INTERFERON_TREATED_BRONCHIAL_EPITHELIAL_CELLS_DN	False	216	147	0.6805555555555556
BLANCO_MELO_BRONCHIAL_EPITHELIAL_CELLS_INFLUENZA_A_INFECTION_UP	False	136	103	0.7573529411764706
BLANCO_MELO_BRONCHIAL_EPITHELIAL_CELLS_INFLUENZA_A_INFECTION_DN	True	81	65	0.8024691358024691
BLANCO_MELO_BRONCHIAL_EPITHELIAL_CELLS_INFLUENZA_A_DEL_NS1_INFECTION_UP	True	644	523	0.812111801242236
BLANCO_MELO_BRONCHIAL_EPITHELIAL_CELLS_INFLUENZA_A_DEL_NS1_INFECTION_DN	True	187	160	0.8556149732620321
BLANCO_MELO_COVID19_SARS_COV_2_POS_PATIENT_LUNG_TISSUE_UP	False	172	128	0.7441860465116279
BLANCO_MELO_COVID19_SARS_COV_2_POS_PATIENT_LUNG_TISSUE_DN	True	175	165	0.9428571428571428
BUFFA_HYPOXIA_METAGENE	True	50	43	0.86
WEST_ADRENOCORTICAL_TUMOR_MARKERS_DN	False	20	14	0.7
WINTER_HYPOXIA_DN	True	52	45	0.8653846153846154
PARENT_MTOR_SIGNALING_DN	False	44	32	0.7272727272727273
PYEON_HPV_POSITIVE_TUMORS_DN	False	10	6	0.6
LU_TUMOR_VASCULATURE_DN	False	13	8	0.6153846153846154
KORKOLA_EMBRYONAL_CARCINOMA_UP	True	42	38	0.9047619047619048
KORKOLA_EMBRYONAL_CARCINOMA_DN	False	13	9	0.6923076923076923
KORKOLA_TERATOMA_UP	True	17	17	1.0
KORKOLA_YOLK_SAC_TUMOR_UP	True	20	19	0.95
KORKOLA_CHORIOCARCINOMA_UP	True	6	6	1.0
KORKOLA_CHORIOCARCINOMA_DN	False	11	8	0.7272727272727273
KORKOLA_SEMINOMA_UP	True	44	40	0.9090909090909091
KORKOLA_SEMINOMA_DN	False	13	8	0.6153846153846154
WATANABE_RECTAL_CANCER_RADIOTHERAPY_RESPONSIVE_UP	True	113	96	0.8495575221238938
HOLLMANN_APOPTOSIS_VIA_CD40_UP	True	203	187	0.9211822660098522
LIU_PROSTATE_CANCER_UP	True	98	82	0.8367346938775511
LIU_SOX4_TARGETS_UP	True	139	120	0.8633093525179856
BERTUCCI_MEDULLARY_VS_DUCTAL_BREAST_CANCER_UP	True	207	184	0.8888888888888888
DAVICIONI_PAX_FOXO1_SIGNATURE_IN_ARMS_UP	True	60	48	0.8
DAVICIONI_PAX_FOXO1_SIGNATURE_IN_ARMS_DN	True	20	16	0.8
FOURNIER_ACINAR_DEVELOPMENT_EARLY_UP	True	21	17	0.8095238095238095
FOURNIER_ACINAR_DEVELOPMENT_EARLY_DN	True	6	6	1.0
FOURNIER_ACINAR_DEVELOPMENT_LATE_UP	False	11	4	0.36363636363636365
NAM_FXYD5_TARGETS_DN	True	18	18	1.0
FRASOR_TAMOXIFEN_RESPONSE_UP	True	51	47	0.9215686274509803
FRASOR_TAMOXIFEN_RESPONSE_DN	False	12	9	0.75
KIM_RESPONSE_TO_TSA_AND_DECITABINE_DN	True	10	8	0.8
WATANABE_COLON_CANCER_MSI_VS_MSS_UP	True	29	25	0.8620689655172413
WATANABE_COLON_CANCER_MSI_VS_MSS_DN	False	69	46	0.6666666666666666
KOBAYASHI_EGFR_SIGNALING_6HR_UP	True	7	7	1.0
SOTIRIOU_BREAST_CANCER_GRADE_1_VS_3_DN	True	53	48	0.9056603773584906
GAZDA_DIAMOND_BLACKFAN_ANEMIA_MYELOID_UP	True	30	26	0.8666666666666667
GAZDA_DIAMOND_BLACKFAN_ANEMIA_MYELOID_DN	False	39	28	0.717948717948718
GAZDA_DIAMOND_BLACKFAN_ANEMIA_PROGENITOR_UP	True	39	36	0.9230769230769231
GAZDA_DIAMOND_BLACKFAN_ANEMIA_PROGENITOR_DN	True	66	61	0.9242424242424242
IGARASHI_ATF4_TARGETS_UP	False	5	3	0.6
IGARASHI_ATF4_TARGETS_DN	True	98	87	0.8877551020408163
ZHONG_RESPONSE_TO_AZACITIDINE_AND_TSA_DN	True	71	60	0.8450704225352113
DAVICIONI_MOLECULAR_ARMS_VS_ERMS_UP	True	338	286	0.8461538461538461
DAVICIONI_TARGETS_OF_PAX_FOXO1_FUSIONS_UP	True	258	218	0.8449612403100775
DAVICIONI_TARGETS_OF_PAX_FOXO1_FUSIONS_DN	True	66	54	0.8181818181818182
DAVICIONI_RHABDOMYOSARCOMA_PAX_FOXO1_FUSION_UP	True	64	53	0.828125
DAVICIONI_RHABDOMYOSARCOMA_PAX_FOXO1_FUSION_DN	False	14	10	0.7142857142857143
SENGUPTA_NASOPHARYNGEAL_CARCINOMA_WITH_LMP1_DN	False	174	113	0.6494252873563219
TURASHVILI_BREAST_NORMAL_DUCTAL_VS_LOBULAR_UP	True	66	58	0.8787878787878788
TURASHVILI_BREAST_NORMAL_DUCTAL_VS_LOBULAR_DN	True	7	7	1.0
TURASHVILI_BREAST_DUCTAL_CARCINOMA_VS_DUCTAL_NORMAL_DN	False	205	150	0.7317073170731707
TURASHVILI_BREAST_DUCTAL_CARCINOMA_VS_LOBULAR_NORMAL_DN	False	71	56	0.7887323943661971
TURASHVILI_BREAST_CARCINOMA_DUCTAL_VS_LOBULAR_UP	True	23	20	0.8695652173913043
TURASHVILI_BREAST_CARCINOMA_DUCTAL_VS_LOBULAR_DN	False	7	5	0.7142857142857143
TURASHVILI_BREAST_LOBULAR_CARCINOMA_VS_DUCTAL_NORMAL_DN	False	91	69	0.7582417582417582
TURASHVILI_BREAST_LOBULAR_CARCINOMA_VS_LOBULAR_NORMAL_UP	False	97	73	0.7525773195876289
CHANDRAN_METASTASIS_TOP50_UP	True	39	36	0.9230769230769231
CHANDRAN_METASTASIS_TOP50_DN	True	44	39	0.8863636363636364
ZHOU_INFLAMMATORY_RESPONSE_LIVE_DN	True	378	311	0.8227513227513228
SAMOLS_TARGETS_OF_KHSV_MIRNAS_UP	False	8	6	0.75
SAMOLS_TARGETS_OF_KHSV_MIRNAS_DN	True	59	54	0.9152542372881356
HOOI_ST7_TARGETS_UP	True	94	81	0.8617021276595744
PRAMOONJAGO_SOX4_TARGETS_DN	True	49	40	0.8163265306122449
PUIFFE_INVASION_INHIBITED_BY_ASCITES_UP	True	79	71	0.8987341772151899
PIEPOLI_LGI1_TARGETS_UP	False	17	11	0.6470588235294118
PIEPOLI_LGI1_TARGETS_DN	False	17	12	0.7058823529411765
THUM_SYSTOLIC_HEART_FAILURE_DN	True	238	191	0.8025210084033614
CORRE_MULTIPLE_MYELOMA_UP	False	79	55	0.6962025316455697
CORRE_MULTIPLE_MYELOMA_DN	False	58	43	0.7413793103448276
HUTTMANN_B_CLL_POOR_SURVIVAL_DN	True	59	55	0.9322033898305084
CASORELLI_APL_SECONDARY_VS_DE_NOVO_UP	True	39	35	0.8974358974358975
DEURIG_T_CELL_PROLYMPHOCYTIC_LEUKEMIA_UP	True	368	300	0.8152173913043478
LIU_CMYB_TARGETS_UP	True	164	149	0.9085365853658537
LIU_CMYB_TARGETS_DN	True	6	5	0.8333333333333334
LIU_VMYB_TARGETS_UP	True	125	110	0.88
LIU_TARGETS_OF_VMYB_VS_CMYB_UP	False	16	12	0.75
LIU_TARGETS_OF_VMYB_VS_CMYB_DN	False	44	35	0.7954545454545454
CHARAFE_BREAST_CANCER_BASAL_VS_MESENCHYMAL_DN	True	52	44	0.8461538461538461
DOANE_BREAST_CANCER_CLASSES_DN	False	33	26	0.7878787878787878
DOANE_BREAST_CANCER_ESR1_DN	False	47	30	0.6382978723404256
TIMOFEEVA_GROWTH_STRESS_VIA_STAT1_DN	True	16	14	0.875
LAIHO_COLORECTAL_CANCER_SERRATED_UP	True	115	101	0.8782608695652174
LAIHO_COLORECTAL_CANCER_SERRATED_DN	True	86	80	0.9302325581395349
BORCZUK_MALIGNANT_MESOTHELIOMA_DN	False	106	78	0.7358490566037735
ROY_WOUND_BLOOD_VESSEL_DN	False	23	17	0.7391304347826086
GRABARCZYK_BCL11B_TARGETS_UP	True	81	69	0.8518518518518519
GRABARCZYK_BCL11B_TARGETS_DN	True	61	51	0.8360655737704918
GAL_LEUKEMIC_STEM_CELL_UP	True	129	111	0.8604651162790697
CHOI_ATL_CHRONIC_VS_ACUTE_DN	True	19	18	0.9473684210526315
NOJIMA_SFRP2_TARGETS_UP	False	32	24	0.75
WIKMAN_ASBESTOS_LUNG_CANCER_UP	True	17	16	0.9411764705882353
WIKMAN_ASBESTOS_LUNG_CANCER_DN	True	30	26	0.8666666666666667
RODRIGUES_DCC_TARGETS_UP	False	6	4	0.6666666666666666
RODRIGUES_NTN1_TARGETS_UP	False	17	13	0.7647058823529411
WANG_LMO4_TARGETS_DN	True	360	316	0.8777777777777778
WANG_CLIM2_TARGETS_DN	True	183	155	0.8469945355191257
VECCHI_GASTRIC_CANCER_ADVANCED_VS_EARLY_DN	False	145	106	0.7310344827586207
BARRIER_COLON_CANCER_RECURRENCE_UP	True	42	40	0.9523809523809523
BARRIER_COLON_CANCER_RECURRENCE_DN	True	19	17	0.8947368421052632
SMIRNOV_CIRCULATING_ENDOTHELIOCYTES_IN_CANCER_DN	False	5	3	0.6
JAEGER_METASTASIS_UP	True	46	39	0.8478260869565217
GINESTIER_BREAST_CANCER_ZNF217_AMPLIFIED_UP	True	70	68	0.9714285714285714
GINESTIER_BREAST_CANCER_ZNF217_AMPLIFIED_DN	True	338	302	0.893491124260355
GINESTIER_BREAST_CANCER_20Q13_AMPLIFICATION_UP	True	111	93	0.8378378378378378
GINESTIER_BREAST_CANCER_20Q13_AMPLIFICATION_DN	True	185	167	0.9027027027027027
GARGALOVIC_RESPONSE_TO_OXIDIZED_PHOSPHOLIPIDS_YELLOW_UP	True	32	30	0.9375
GARGALOVIC_RESPONSE_TO_OXIDIZED_PHOSPHOLIPIDS_YELLOW_DN	True	23	21	0.9130434782608695
GARGALOVIC_RESPONSE_TO_OXIDIZED_PHOSPHOLIPIDS_RED_DN	True	26	22	0.8461538461538461
GARGALOVIC_RESPONSE_TO_OXIDIZED_PHOSPHOLIPIDS_MAGENTA_DN	True	12	10	0.8333333333333334
GARGALOVIC_RESPONSE_TO_OXIDIZED_PHOSPHOLIPIDS_LIGHTYELLOW_UP	True	11	9	0.8181818181818182
GARGALOVIC_RESPONSE_TO_OXIDIZED_PHOSPHOLIPIDS_GREEN_UP	True	27	27	1.0
GARGALOVIC_RESPONSE_TO_OXIDIZED_PHOSPHOLIPIDS_GREEN_DN	False	24	19	0.7916666666666666
GARGALOVIC_RESPONSE_TO_OXIDIZED_PHOSPHOLIPIDS_BLUE_DN	True	62	51	0.8225806451612904
GARGALOVIC_RESPONSE_TO_OXIDIZED_PHOSPHOLIPIDS_BLACK_DN	True	11	9	0.8181818181818182
GARGALOVIC_RESPONSE_TO_OXIDIZED_PHOSPHOLIPIDS_GREY_UP	False	19	15	0.7894736842105263
RUNNE_GENDER_EFFECT_UP	False	9	6	0.6666666666666666
TAKEDA_TARGETS_OF_NUP98_HOXA9_FUSION_6HR_DN	True	45	36	0.8
TAKEDA_TARGETS_OF_NUP98_HOXA9_FUSION_3D_DN	False	30	21	0.7
LOPEZ_MESOTELIOMA_SURVIVAL_TIME_UP	True	14	12	0.8571428571428571
LOPEZ_MESOTELIOMA_SURVIVAL_TIME_DN	True	7	7	1.0
BOGNI_TREATMENT_RELATED_MYELOID_LEUKEMIA_UP	False	31	20	0.6451612903225806
BOGNI_TREATMENT_RELATED_MYELOID_LEUKEMIA_DN	True	33	30	0.9090909090909091
BILBAN_B_CLL_LPL_UP	True	64	58	0.90625
BILBAN_B_CLL_LPL_DN	True	42	37	0.8809523809523809
HOEBEKE_LYMPHOID_STEM_CELL_UP	True	97	89	0.9175257731958762
HOEBEKE_LYMPHOID_STEM_CELL_DN	True	88	74	0.8409090909090909
PEPPER_CHRONIC_LYMPHOCYTIC_LEUKEMIA_UP	True	32	27	0.84375
PEPPER_CHRONIC_LYMPHOCYTIC_LEUKEMIA_DN	False	22	17	0.7727272727272727
AKL_HTLV1_INFECTION_UP	True	27	26	0.9629629629629629
AKL_HTLV1_INFECTION_DN	True	69	56	0.8115942028985508
RHEIN_ALL_GLUCOCORTICOID_THERAPY_UP	True	76	65	0.8552631578947368
MULLIGHAN_NPM1_MUTATED_SIGNATURE_1_UP	True	264	221	0.8371212121212122
MULLIGHAN_NPM1_MUTATED_SIGNATURE_1_DN	True	126	111	0.8809523809523809
MULLIGHAN_NPM1_MUTATED_SIGNATURE_2_UP	True	130	116	0.8923076923076924
MULLIGHAN_NPM1_MUTATED_SIGNATURE_2_DN	True	76	65	0.8552631578947368
MULLIGHAN_MLL_SIGNATURE_1_UP	True	385	338	0.8779220779220779
MULLIGHAN_MLL_SIGNATURE_1_DN	True	238	200	0.8403361344537815
MULLIGHAN_MLL_SIGNATURE_2_UP	True	423	378	0.8936170212765957
MULLIGHAN_MLL_SIGNATURE_2_DN	True	279	243	0.8709677419354839
MULLIGHAN_NPM1_SIGNATURE_3_UP	True	334	278	0.8323353293413174
MULLIGHAN_NPM1_SIGNATURE_3_DN	True	162	140	0.8641975308641975
TONKS_TARGETS_OF_RUNX1_RUNX1T1_FUSION_SUSTAINED_IN_GRANULOCYTE_UP	False	15	11	0.7333333333333333
TONKS_TARGETS_OF_RUNX1_RUNX1T1_FUSION_SUSTAINED_IN_GRANULOCYTE_DN	False	7	5	0.7142857142857143
TONKS_TARGETS_OF_RUNX1_RUNX1T1_FUSION_HSC_UP	True	184	159	0.8641304347826086
