Variant	N
RNF111 (intron_variant)	54
ZC3H12D (downstream_gene_variant)	54
SNHG14 (non_coding_transcript_exon_variant)	54
HLA-B (non_coding_transcript_exon_variant)	54
CDC42 (intron_variant)	54
AP000787.1 (intron_variant)	54
ACYP2 (intron_variant)	54
CNST (intron_variant)	54
ZC3H12D (upstream_gene_variant)	53
CFLAR (downstream_gene_variant)	53
AC007238.1 (non_coding_transcript_exon_variant)	53
TMOD3 (intron_variant)	53
AKAP13 (upstream_gene_variant)	53
JMJD1C (intron_variant)	53
TMEM131L (intron_variant)	53
AC016074.2 (intron_variant)	53
PARP4 (intron_variant)	53
AL031282.1 (intron_variant)	53
RAB11A (intron_variant)	53
TACC3 (upstream_gene_variant)	53
LINS1 (downstream_gene_variant)	53
AC005670.2 (intron_variant)	52
AC013717.1 (intron_variant)	52
CRBN (intron_variant)	52
SNRPN (intron_variant)	52
CERK (intron_variant)	52
HSPA9P1 (non_coding_transcript_exon_variant)	52
LINS1 (intron_variant)	52
RNF125 (3_prime_UTR_variant)	52
MIR2114 (downstream_gene_variant)	52
TRPC4AP (intron_variant)	52
POLRMTP1 (non_coding_transcript_exon_variant)	52
FAM118A (downstream_gene_variant)	52
KANSL1 (downstream_gene_variant)	52
GRAP2 (intron_variant)	52
ZNF638 (intron_variant)	52
AC139887.2 (intron_variant)	52
ARPC2 (intron_variant)	52
AL109930.1 (intron_variant)	52
SMARCA2 (intron_variant)	52
RORA (intron_variant)	52
DOCK9 (intron_variant)	51
AC009163.5 (intron_variant)	51
SYNE1 (intron_variant)	51
RSF1 (intron_variant)	51
MFSD4B (intron_variant)	51
STRADA (intron_variant)	51
PSMG4 (intron_variant)	51
ANKRD44-IT1 (intron_variant)	51
ADK (intron_variant)	51
RXYLT1-AS1 (upstream_gene_variant)	51
AL035530.2 (intron_variant)	51
CLEC2D (intron_variant)	51
ZNF33B (intron_variant)	51
AC087633.2 (upstream_gene_variant)	51
AC025857.2 (downstream_gene_variant)	51
HSP90B2P (non_coding_transcript_exon_variant)	51
SORL1 (intron_variant)	51
HLA-B (upstream_gene_variant)	51
PAFAH1B1 (intron_variant)	50
PRKCB (intron_variant)	50
TAF15 (intron_variant)	50
NLRC5 (downstream_gene_variant)	50
AC012309.1 (intron_variant)	50
HCP5 (non_coding_transcript_exon_variant)	50
AL669831.3 (intron_variant)	50
CMAHP (upstream_gene_variant)	50
AC004551.1 (intron_variant)	50
ARPC2 (upstream_gene_variant)	50
ZBTB25 (intron_variant)	50
LINC00861 (intron_variant)	50
TRIM5 (intron_variant)	50
XRCC6P2 (non_coding_transcript_exon_variant)	50
RASGRP1 (intron_variant)	50
HPCAL1 (intron_variant)	50
ADA2 (intron_variant)	50
DNM2 (downstream_gene_variant)	50
SFI1 (intron_variant)	50
CEP85L (intron_variant)	50
PIPSL (non_coding_transcript_exon_variant)	50
SIK3 (intron_variant)	50
ABLIM1 (downstream_gene_variant)	50
MICOS10 (intron_variant)	50
CTSB (3_prime_UTR_variant)	50
ITSN2 (intron_variant)	50
UMAD1 (intron_variant)	49
AC010422.6 (intron_variant)	49
NLRC5 (upstream_gene_variant)	49
KANK1 (intron_variant)	49
TRNT1 (downstream_gene_variant)	49
MICU2 (intron_variant)	49
GRAMD1B (intron_variant)	49
FDFT1 (upstream_gene_variant)	49
SMCHD1 (upstream_gene_variant)	49
WDPCP (intron_variant)	49
DENND4A (intron_variant)	49
GRAMD1B (downstream_gene_variant)	49
LINC00667 (downstream_gene_variant)	49
NIN (intron_variant)	49
KLC1 (upstream_gene_variant)	49
EVL (downstream_gene_variant)	49
HCG4B (upstream_gene_variant)	49
TMEM220 (intron_variant)	49
MFSD14C (intron_variant)	49
RBL2 (intron_variant)	48
SYNRG (upstream_gene_variant)	48
TIAM1 (intron_variant)	48
GCC2 (intron_variant)	48
ERAP1 (downstream_gene_variant)	48
DLG1 (intron_variant)	48
DNAJC16 (intron_variant)	48
PMM2 (downstream_gene_variant)	48
KIF2A (intron_variant)	48
ZNF292 (intron_variant)	48
ABI1 (intron_variant)	48
IST1 (intron_variant)	48
TMEM63A (intron_variant)	48
SLC35G1 (downstream_gene_variant)	48
ZNF573 (intron_variant)	48
AC006369.1 (intron_variant)	48
GRB2 (intron_variant)	48
EZR (intron_variant)	48
RESF1 (intron_variant)	48
CNOT1 (downstream_gene_variant)	48
MTND3P25 (downstream_gene_variant)	48
PCNX4 (intron_variant)	48
AC021087.5 (intron_variant)	48
LDHB (intron_variant)	48
CUX1 (intron_variant)	48
DEC1 (intron_variant)	48
MGAT5 (intron_variant)	48
AL359921.1 (downstream_gene_variant)	47
MTAP (intron_variant)	47
SYNE3 (intron_variant)	47
PDHX (intron_variant)	47
EEF1D (upstream_gene_variant)	47
SUCLG2 (intron_variant)	47
MTFR1 (intron_variant)	47
NIBAN1 (intron_variant)	47
STK17B (downstream_gene_variant)	47
NDFIP1 (intron_variant)	47
SPN (non_coding_transcript_exon_variant)	47
MGAT4A (downstream_gene_variant)	47
AC008105.3 (intron_variant)	47
FMNL1 (upstream_gene_variant)	47
KANSL1 (upstream_gene_variant)	47
LEPROTL1 (downstream_gene_variant)	47
HAGH (downstream_gene_variant)	47
POC1B (intron_variant)	47
STAG2 (intron_variant)	47
HLA-DPA1 (upstream_gene_variant)	47
GNG2 (intron_variant)	47
AC008012.1 (intron_variant)	47
MPRIP (intron_variant)	47
LINC02210-CRHR1 (intron_variant)	47
AC025171.1 (intron_variant)	47
NUP98 (intron_variant)	47
PIBF1 (intron_variant)	47
CARD8 (upstream_gene_variant)	47
IFNAR2 (intron_variant)	47
RABEP1 (downstream_gene_variant)	46
NOB1 (upstream_gene_variant)	46
ERAP1 (intron_variant)	46
TMEM63A (upstream_gene_variant)	46
ZKSCAN7-AS1 (intron_variant)	46
SNX29 (intron_variant)	46
WIPF1 (downstream_gene_variant)	46
ANKLE2 (downstream_gene_variant)	46
CYFIP2 (downstream_gene_variant)	46
PABPC1P4 (non_coding_transcript_exon_variant)	46
AEBP2 (intron_variant)	46
LRRFIP2 (intron_variant)	46
CD55 (intron_variant)	46
PNKD (intron_variant)	46
PRDM2 (intron_variant)	46
BIN2 (intron_variant)	46
C11orf65 (intron_variant)	46
CNOT7 (downstream_gene_variant)	46
PDS5A (intron_variant)	46
GPATCH2L (intron_variant)	46
LINC00649 (intron_variant)	46
GPBP1L1 (intron_variant)	46
CASTOR3 (intron_variant)	46
CAST (downstream_gene_variant)	46
TRG-AS1 (intron_variant)	46
NUP210 (intron_variant)	46
CGGBP1 (intron_variant)	46
AC001226.2 (intron_variant)	46
PRKX (intron_variant)	46
TSTD3 (intron_variant)	46
AL133268.4 (intron_variant)	46
PCMTD1 (intron_variant)	46
GATAD2B (intron_variant)	46
LINC00667 (non_coding_transcript_exon_variant)	46
AL671883.2 (upstream_gene_variant)	45
USP8P1 (downstream_gene_variant)	45
AP2B1 (intron_variant)	45
ACTN1 (downstream_gene_variant)	45
SAMHD1 (downstream_gene_variant)	45
AL390957.1 (intron_variant)	45
TSPOAP1-AS1 (intron_variant)	45
NIPAL3 (intron_variant)	45
PGPEP1 (intron_variant)	45
RNF157 (intron_variant)	45
MTND4LP30 (downstream_gene_variant)	45
AC010522.1 (intron_variant)	45
AC008670.1 (upstream_gene_variant)	45
HLA-DQB1 (upstream_gene_variant)	45
TC2N (intron_variant)	45
TNFSF8 (intron_variant)	45
CYFIP2 (upstream_gene_variant)	45
CCDC66 (intron_variant)	45
STAT4 (intron_variant)	45
WWOX (intron_variant)	45
NEMF (intron_variant)	45
IFI16 (intron_variant)	45
OIP5-AS1 (downstream_gene_variant)	44
LINC02210 (intron_variant)	44
DGCR2 (intron_variant)	44
MVB12A (intron_variant)	44
PRMT2 (intron_variant)	44
AL121594.1 (intron_variant)	44
AC093884.1 (intron_variant)	44
SPTAN1 (downstream_gene_variant)	44
AC025283.2 (intron_variant)	44
NR3C1 (intron_variant)	44
HSP90AA2P (non_coding_transcript_exon_variant)	44
LINC00894 (intron_variant)	44
SLC44A2 (intron_variant)	44
HLA-DQA1 (non_coding_transcript_exon_variant)	44
RASSF3 (intron_variant)	44
LINC00886 (intron_variant)	44
UBE2I (intron_variant)	44
SP140 (intron_variant)	44
WWP1 (intron_variant)	44
TAF8 (downstream_gene_variant)	44
CD6 (downstream_gene_variant)	44
NDE1 (intron_variant)	44
ATG4B (downstream_gene_variant)	44
TBC1D22A (intron_variant)	44
DRG1 (intron_variant)	44
RPL3P2 (non_coding_transcript_exon_variant)	44
TMEM87A (intron_variant)	44
KANSL1 (non_coding_transcript_exon_variant)	44
CLN5 (upstream_gene_variant)	44
ARPC2 (downstream_gene_variant)	44
SLC35E2B (intron_variant)	44
CCDC12 (intron_variant)	44
AC005258.1 (intron_variant)	44
TAF8 (intron_variant)	44
AC015911.11 (intron_variant)	43
MSNP1 (non_coding_transcript_exon_variant)	43
ST3GAL1 (intron_variant)	43
BX322650.1 (non_coding_transcript_exon_variant)	43
LINC02210 (downstream_gene_variant)	43
FTX (non_coding_transcript_exon_variant)	43
AC074032.1 (intron_variant)	43
SLC35E2A (3_prime_UTR_variant)	43
AC093423.2 (intron_variant)	43
TRPM7 (intron_variant)	43
DDOST (downstream_gene_variant)	43
FBXO11 (intron_variant)	43
PCDH11X (intron_variant)	43
AC010636.2 (intron_variant)	43
RNF149 (intron_variant)	43
AC005670.3 (intron_variant)	43
CARS2 (intron_variant)	43
CCDC66 (downstream_gene_variant)	43
AKT3 (intron_variant)	43
STRADB (intron_variant)	43
TXK (intron_variant)	43
ZNF708 (downstream_gene_variant)	43
IKZF1 (intron_variant)	43
TRAF1 (intron_variant)	43
OGA (intron_variant)	43
LINC02210 (upstream_gene_variant)	43
PPHLN1 (intron_variant)	43
CDKAL1 (intron_variant)	43
BABAM2 (intron_variant)	43
RESF1 (downstream_gene_variant)	43
MIR6891 (upstream_gene_variant)	43
TRAF3IP3 (intron_variant)	42
RPL27AP8 (downstream_gene_variant)	42
ZNF814 (intron_variant)	42
OIP5-AS1 (non_coding_transcript_exon_variant)	42
HLA-H (intron_variant)	42
DLEU2 (intron_variant)	42
BNIP2 (downstream_gene_variant)	42
PUM1 (intron_variant)	42
FOXK2 (intron_variant)	42
EPC1 (intron_variant)	42
FBXO28 (intron_variant)	42
CAPN2 (intron_variant)	42
MUC20-OT1 (non_coding_transcript_exon_variant)	42
NUP88 (downstream_gene_variant)	42
PSMA1 (intron_variant)	42
COX4I1 (intron_variant)	42
AC004076.1 (intron_variant)	42
AC005237.1 (intron_variant)	42
SEPTIN9 (upstream_gene_variant)	42
TRNT1 (intron_variant)	42
THEM4 (downstream_gene_variant)	42
AC058822.1 (intron_variant)	42
XPOTP1 (non_coding_transcript_exon_variant)	42
AC008758.5 (intron_variant)	42
PTK2B (downstream_gene_variant)	42
CASK (intron_variant)	42
PPP1R16B (intron_variant)	42
BNIP3L (upstream_gene_variant)	42
RPAIN (intron_variant)	42
RHOH (intron_variant)	42
HLA-DQB1 (intron_variant)	42
PREX1 (intron_variant)	42
HNRNPKP4 (non_coding_transcript_exon_variant)	42
ANKRD11 (intron_variant)	42
DGLUCY (intron_variant)	42
FTX (upstream_gene_variant)	42
ATP10A (intron_variant)	42
ZBTB1 (intron_variant)	42
RPAIN (downstream_gene_variant)	42
PDE7A (intron_variant)	42
STK17A (intron_variant)	41
GGT1 (intron_variant)	41
DNHD1 (intron_variant)	41
PPP3CC (intron_variant)	41
TMEM131 (intron_variant)	41
GABPB1-AS1 (non_coding_transcript_exon_variant)	41
HLA-H (non_coding_transcript_exon_variant)	41
CCDC84 (upstream_gene_variant)	41
BTBD11 (intron_variant)	41
STAG1 (intron_variant)	41
SFMBT1 (intron_variant)	41
LINC00667 (intron_variant)	41
EFHC1 (intron_variant)	41
FMO5 (downstream_gene_variant)	41
LONP2 (intron_variant)	41
LPIN2 (intron_variant)	41
TAP1 (upstream_gene_variant)	41
CD44 (downstream_gene_variant)	41
CCDC18-AS1 (intron_variant)	41
TGOLN2 (downstream_gene_variant)	41
SNORD107 (downstream_gene_variant)	41
SNORD108 (upstream_gene_variant)	41
PGPEP1 (downstream_gene_variant)	41
ATXN1 (intron_variant)	41
AP4S1 (intron_variant)	41
AC079781.5 (intron_variant)	41
ENOSF1 (intron_variant)	41
SLC22A23 (downstream_gene_variant)	41
SOS2 (intron_variant)	41
NELL2 (intron_variant)	41
DNAJB6 (intron_variant)	41
CDH23 (intron_variant)	41
SNED1 (downstream_gene_variant)	41
PGPEP1 (3_prime_UTR_variant)	41
OSGEP (upstream_gene_variant)	41
SP100 (intron_variant)	41
STIMATE-MUSTN1 (intron_variant)	41
RPL3P7 (non_coding_transcript_exon_variant)	41
SMG6 (intron_variant)	41
HCG18 (intron_variant)	41
WDFY1 (intron_variant)	41
USP20 (downstream_gene_variant)	40
PTPRA (intron_variant)	40
FAM174B (intron_variant)	40
CD44 (upstream_gene_variant)	40
GALM (intron_variant)	40
ZNF44 (downstream_gene_variant)	40
SOD2 (intron_variant)	40
AL117339.5 (intron_variant)	40
IRF2 (intron_variant)	40
STIM1 (intron_variant)	40
CRLF3 (intron_variant)	40
AC122694.1-EMB (intergenic_region)	40
CCDC88C (intron_variant)	40
HLA-J (non_coding_transcript_exon_variant)	40
PYHIN1 (intron_variant)	40
FRYL (intron_variant)	40
SLC4A10 (intron_variant)	40
CCDC91 (intron_variant)	40
SLC39A11 (intron_variant)	40
INPP5B (downstream_gene_variant)	40
AC019205.1 (intron_variant)	40
MTCYBP18 (upstream_gene_variant)	40
RCAN3AS (intron_variant)	40
PIK3R5 (intron_variant)	40
SAMHD1 (intron_variant)	40
ZNF28 (downstream_gene_variant)	40
SH3TC1 (downstream_gene_variant)	40
NLRP1 (downstream_gene_variant)	40
ANKRD12 (intron_variant)	40
PCSK7 (intron_variant)	40
PSMA3-AS1 (intron_variant)	40
CCDC84 (intron_variant)	40
TMC6 (upstream_gene_variant)	40
SMARCC1 (intron_variant)	40
IRF1-AS1 (intron_variant)	40
ASAH1 (upstream_gene_variant)	40
HSP90AB3P (non_coding_transcript_exon_variant)	40
ABHD15-AS1 (intron_variant)	40
ING5 (upstream_gene_variant)	40
AC006001.3 (intron_variant)	40
AGPS (intron_variant)	40
LCK (intron_variant)	40
ITPR1 (intron_variant)	40
RBBP4 (downstream_gene_variant)	40
TMEM165 (intron_variant)	40
CFLAR (3_prime_UTR_variant)	40
TCF25 (downstream_gene_variant)	39
PRRC2B (intron_variant)	39
SNX6 (intron_variant)	39
SRP19 (intron_variant)	39
CDK17 (intron_variant)	39
RASA2 (intron_variant)	39
MIR1199 (upstream_gene_variant)	39
AC022558.2 (intron_variant)	39
ASB3 (intron_variant)	39
TAF1D (intron_variant)	39
MBTPS1 (intron_variant)	39
SESN3 (intron_variant)	39
MAP3K1 (intron_variant)	39
ZNF611 (downstream_gene_variant)	39
MBP (downstream_gene_variant)	39
NCOA3 (intron_variant)	39
ACTBP2 (non_coding_transcript_exon_variant)	39
AL359736.1 (intron_variant)	39
ITGA4 (downstream_gene_variant)	39
ITCH (intron_variant)	39
RMDN1 (downstream_gene_variant)	39
AC008676.3 (intron_variant)	39
SDR39U1 (downstream_gene_variant)	39
HLA-DPB1 (3_prime_UTR_variant)	39
SNRPN (downstream_gene_variant)	39
RCAN3 (intron_variant)	39
HNRNPKP1 (non_coding_transcript_exon_variant)	39
DNM1L (intron_variant)	39
LINC00243 (intron_variant)	39
EXOC2 (intron_variant)	39
SF3A3P2 (non_coding_transcript_exon_variant)	39
AL359921.1 (intron_variant)	39
TMEM201-PIK3CD (intergenic_region)	39
AC009487.2 (non_coding_transcript_exon_variant)	39
FBXO42 (intron_variant)	39
RAP1A (intron_variant)	39
MDM4 (downstream_gene_variant)	39
STIMATE (intron_variant)	39
PLPP1 (intron_variant)	39
AL354696.2 (intron_variant)	39
HDLBP (upstream_gene_variant)	39
CD96 (intron_variant)	39
AC092821.4 (downstream_gene_variant)	39
MISP3 (upstream_gene_variant)	39
HERC1 (intron_variant)	39
ETS1 (intron_variant)	39
RNF216 (intron_variant)	39
FUT11 (downstream_gene_variant)	39
GLG1 (downstream_gene_variant)	39
TTC7A (intron_variant)	39
PARP8 (intron_variant)	39
LY9 (intron_variant)	39
LRBA (intron_variant)	39
SPG7 (downstream_gene_variant)	38
MKLN1 (intron_variant)	38
PIK3CD (intron_variant)	38
KHDC1 (intron_variant)	38
SPG7 (intron_variant)	38
TRANK1 (intron_variant)	38
SP110 (downstream_gene_variant)	38
TMEM245 (intron_variant)	38
PCM1 (downstream_gene_variant)	38
GOSR2 (intron_variant)	38
AC107976.1 (intron_variant)	38
VTI1A (intron_variant)	38
SMCHD1 (downstream_gene_variant)	38
VPS53 (intron_variant)	38
KMT2C (intron_variant)	38
NAP1L4 (intron_variant)	38
ADA2 (downstream_gene_variant)	38
UBE2F (intron_variant)	38
ZNRD1ASP (downstream_gene_variant)	38
AC091810.1 (downstream_gene_variant)	38
ZNF767P (intron_variant)	38
RN7SL732P (upstream_gene_variant)	38
ZNF573 (downstream_gene_variant)	38
ETFRF1 (downstream_gene_variant)	38
SPG7 (upstream_gene_variant)	38
MRPL19 (intron_variant)	38
LHFPL3 (intron_variant)	38
BRWD1 (intron_variant)	38
ZKSCAN7 (intron_variant)	38
CAMK4 (downstream_gene_variant)	38
SNORD64 (upstream_gene_variant)	38
TMEM170A (downstream_gene_variant)	38
PCAT1 (intron_variant)	38
LSM14A (intron_variant)	38
ANKRD10 (intron_variant)	38
CHST11 (intron_variant)	38
DYM (intron_variant)	38
CEP104 (upstream_gene_variant)	38
MORC3 (intron_variant)	38
CTSS (3_prime_UTR_variant)	38
CTSS (downstream_gene_variant)	38
TECR (intron_variant)	38
RPS19 (downstream_gene_variant)	38
ZNF565 (intron_variant)	38
GAK (intron_variant)	38
AC118553.2 (intron_variant)	38
EXOC3 (upstream_gene_variant)	38
GABPB1-AS1 (intron_variant)	38
AL139300.1 (intron_variant)	38
PWAR5 (upstream_gene_variant)	38
HLA-DQA1 (3_prime_UTR_variant)	38
